orig,dest,mins,flow
E01016951,114579,59,1.0292435802709468
E01016895,114579,64,3.645644602275132
E01017004,114579,27,2.8528930830226598
E01016867,114579,74,2.312555542183103
E01016940,114579,22,4.7684320981819575
E01016942,114579,69,2.072227500023867
E01016952,114579,66,0.24457909423222107
E01016912,114579,58,1.0548350690628288
E01016863,114579,84,1.407032815377188
E01016851,114579,74,0.4395997173579813
E01016992,114579,110,1.252769095638865
E01016982,114579,70,0.839425649524215
E01016854,114579,67,0.5498574215296241
E01016961,114579,184,1.3588061507590468
E01016980,114579,73,0.291341309365088
E01016930,114579,14,7.76759102833612
E01016949,114579,63,1.3513386765556876
E01016945,114579,66,0.5896247084662196
E01016900,114579,74,2.4394108966699264
E01016962,114579,161,0.6620512352795315
E01016991,114579,80,0.8210355175172092
E01016927,114579,36,2.318892739447786
E01016934,114579,22,5.457838375685634
E01016908,114579,92,1.57205929498368
E01016981,114579,48,1.5305607744885146
E01016971,114579,46,0.9717622735245564
E01016948,114579,58,3.237379569220278
E01016918,114579,138,0.0905737041427725
E01016989,114579,99,1.0200093184987622
E01016888,114579,84,0.39853991431238633
E01016858,114579,82,0.5399006122990586
E01016966,114579,41,2.0991870990082107
E01016853,114579,73,0.892768889068991
E01016970,114579,34,4.527918632680777
E01016906,114579,104,2.07811348119248
E01016931,114579,50,2.042331508297741
E01016976,114579,114,0.6586614145311205
E01016944,114579,73,1.1450538205681835
E01017006,114579,33,2.8726354015288216
E01016959,114579,170,0.7786663786201787
E01016950,114579,56,0.9126724483958488
E01016887,114579,94,0.409048314039234
E01016872,114579,76,0.8246158090198423
E01016924,114579,39,1.9301245376450433
E01017000,114579,34,2.8432299776502354
E01016849,114579,79,0.6846109294035787
E01016947,114579,51,2.580005468255437
E01016975,114579,118,1.0448937834409506
E01016978,114579,117,0.7083058005491499
E01016926,114579,33,4.6505819702739615
E01016929,114579,22,4.4435609802175575
E01016874,114579,68,0.6373324770003838
E01016997,114579,104,1.4186372525378765
E01016896,114579,52,1.9975875001906167
E01016923,114579,29,3.377169174534644
E01016969,114579,58,1.2566698758392307
E01016878,114579,63,0.9022419726232486
E01016939,114579,16,8.701916814082367
E01016850,114579,69,1.0659761396460272
E01016973,114579,119,0.7058496248720065
E01016928,114579,40,1.870975291135405
E01016987,114579,91,1.341196582817938
E01017005,114579,40,2.218423865697945
E01016857,114579,85,0.7724239403747423
E01017008,114579,109,1.0776644333567815
E01016899,114579,117,0.7950389742046073
E01016979,114579,76,1.0375921485074786
E01016946,114579,60,3.765076621170635
E01017009,114579,135,0.6635216618794001
E01016911,114579,99,1.125763067251766
E01016871,114579,65,0.4300777409125418
E01016993,114579,99,0.6453903395502117
E01016904,114579,35,3.821721557219615
E01016983,114579,55,1.451486762129263
E01016943,114579,66,2.0887126883479086
E01017001,114579,21,2.9529444244450955
E01016903,114579,17,9.120879341974428
E01016897,114579,53,3.2461248901371755
E01017011,114579,138,1.3893773097221391
E01016937,114579,33,1.90572212954935
E01016956,114579,198,0.8019078256453869
E01016925,114579,23,3.7958158566505382
E01033329,114579,46,2.4016309430327487
E01016974,114579,111,0.7601644571475241
E01016907,114579,82,1.1536491660013228
E01016936,114579,50,1.7936958251236665
E01016932,114579,26,4.343488049852694
E01016910,114579,76,1.966704880940559
E01016890,114579,52,0.9031720943520607
E01016986,114579,94,0.8544062535748972
E01016892,114579,60,2.7833152681003743
E01016958,114579,185,0.9760561962885181
E01016860,114579,78,0.8996458886496642
E01016855,114579,74,0.30797386395335064
E01017003,114579,24,4.071151552068383
E01016880,114579,100,1.0461058421125347
E01016933,114579,28,2.8408988193231064
E01016941,114579,62,0.6505309530563109
E01016995,114579,103,1.3266802317926765
E01016963,114579,90,2.0266669074376464
E01016885,114579,85,0.2597509028298735
E01016864,114579,104,1.588049401184436
E01016891,114579,52,1.893941195519694
E01016938,114579,49,1.384382983432261
E01016916,114579,145,0.18079385146501312
E01016960,114579,164,0.6237575385557127
E01033328,114580,54,0.8571021817418871
E01016955,114580,67,0.4794240373111141
E01016894,114580,56,1.6835197477050219
E01016990,114580,73,0.822622149114333
E01016879,114580,86,0.6525931252253827
E01016889,114580,61,1.4511497132415736
E01016972,114580,41,1.9626941970093144
E01016921,114580,129,0.5461664070876633
E01016999,114580,42,1.9035584992775523
E01016859,114580,70,0.8080264752228454
E01016985,114580,63,0.503560844709927
E01016881,114580,95,1.05673845103365
E01016868,114580,93,3.284241709059593
E01016977,114580,114,0.6429230801470457
E01016964,114580,44,2.133281536468631
E01016984,114580,50,1.5010272608345507
E01016919,114580,111,0.40876403185096727
E01016875,114580,53,1.8596052122816389
E01016998,114580,37,3.7186546935238107
E01016877,114580,62,1.7553358554777505
E01016967,114580,51,0.7515269497864868
E01016852,114580,68,0.4936192442056965
E01016856,114580,64,0.4250661945890191
E01016909,114580,73,1.8402912872334056
E01016869,114580,96,2.244136928993672
E01017012,114580,147,0.9389376084014625
E01016957,114580,121,1.2808755958811202
E01016905,114580,41,3.3429073087953687
E01016861,114580,88,0.6024603708997491
E01016870,114580,50,0.9211434867623778
E01016882,114580,91,0.36167194049175305
E01016865,114580,111,3.1932057199733688
E01016884,114580,76,0.5147556585895319
E01016898,114580,81,1.5290545799254665
E01016883,114580,98,0.32884038278444316
E01016915,114580,101,1.1600299934269789
E01016873,114580,65,0.38119843655635344
E01016953,114580,58,1.2020311286191898
E01016935,114580,40,1.8936635444783378
E01016901,114580,37,5.498673445251745
E01016994,114580,109,1.2370275536032516
E01016968,114580,55,0.5947084837285043
E01016920,114580,133,0.7327745311702009
E01016914,114580,103,0.2675289497892014
E01016913,114580,74,0.6244105535224777
E01016954,114580,64,0.6146918809521463
E01016922,114580,127,0.4107837581684315
E01016886,114580,84,0.5725978741288799
E01016917,114580,130,0.23056379665917526
E01017002,114580,20,7.703613068769371
E01016876,114580,54,1.5788432132710197
E01016893,114580,63,3.0784459733525864
E01016988,114580,78,0.7961157131050066
E01017010,114580,132,1.5244325500235862
E01016902,114580,42,3.4639496339200013
E01016866,114580,103,2.6145276923335468
E01016862,114580,81,1.159523487045945
E01017007,114580,126,1.5289049811956428
E01016996,114580,82,1.4485697043841173
E01016951,114580,58,1.0559763554900854
E01016895,114580,71,3.1200156097071248
E01017004,114580,16,6.2539033943269065
E01016867,114580,82,1.9825263728581803
E01016940,114580,22,4.7684320981819575
E01016942,114580,75,1.8286019301285545
E01016952,114580,66,0.24457909423222107
E01016912,114580,66,0.8689817325621008
E01016863,114580,90,1.2687013186949074
E01016851,114580,73,0.4486634524856517
E01016992,114580,103,1.3826244162862065
E01016982,114580,64,0.9601947662949596
E01016854,114580,65,0.575429682292795
E01016961,114580,191,1.2847960351624417
E01016980,114580,67,0.3313402181615439
E01016930,114580,20,4.5491830411114815
E01016949,114580,68,1.2050682992528794
E01016945,114580,72,0.5174791226811127
E01016900,114580,82,2.0912779601048093
E01016962,114580,167,0.6266942464473766
E01016991,114580,74,0.9228887367548054
E01016927,114580,37,2.2255216620419387
E01016934,114580,27,4.014292792378819
E01016908,114580,100,1.3872370003055086
E01016981,114580,41,1.9388162449676878
E01016971,114580,54,0.764022489209382
E01016948,114580,64,2.79296601345895
E01016918,114580,132,0.09681883710348785
E01016989,114580,93,1.1202952857057475
E01016888,114580,77,0.45410330675968286
E01016858,114580,75,0.6172238561197226
E01016966,114580,50,1.5587337079993573
E01016853,114580,67,1.015339153642886
E01016970,114580,46,2.8772675117139244
E01016906,114580,112,1.8594830960100501
E01016931,114580,49,2.1051697652307326
E01016976,114580,108,0.7143052897413783
E01016944,114580,79,1.017113815502667
E01017006,114580,26,4.107630748081192
E01016959,114580,177,0.7329340624216779
E01016950,114580,54,0.9638430965044472
E01016887,114580,88,0.4515879856641734
E01016872,114580,69,0.9532315515772743
E01016924,114580,37,2.0887172641402025
E01017000,114580,28,3.8044625906121263
E01016849,114580,72,0.7868387148849338
E01016947,114580,57,2.1835523430555503
E01016975,114580,111,1.1452773930536915
E01016978,114580,111,0.7665052306431703
E01016926,114580,45,2.920515010566548
E01016929,114580,25,3.6682181274374024
E01016874,114580,61,0.7501267729361893
E01016997,114580,98,1.550894498402629
E01016896,114580,60,1.6116990564187705
E01016923,114580,28,3.559694818208647
E01016969,114580,59,1.2248564046939592
E01016878,114580,56,1.076593641378232
E01016939,114580,27,3.969622925492294
E01016850,114580,67,1.1140608580633007
E01016973,114580,113,0.7628075187635938
E01016928,114580,39,1.9433952124857936
E01016987,114580,85,1.485682945942377
E01017005,114580,33,2.960490050696952
E01016857,114580,78,0.8787032046791848
E01017008,114580,118,0.9567539983027175
E01016899,114580,131,0.671058324534599
E01016979,114580,69,1.1994259178729643
E01016946,114580,68,3.120594403200685
E01017009,114580,143,0.6086276833732004
E01016911,114580,107,1.001899412841313
E01016871,114580,58,0.5102405974549075
E01016993,114580,92,0.720432856517172
E01016904,114580,47,2.455920598584637
E01016983,114580,49,1.7260882393989307
E01016943,114580,74,1.75932886716483
E01017001,114580,9,10.52495993734691
E01016903,114580,32,3.5317107327718733
E01016897,114580,61,2.6289618055376303
E01017011,114580,146,1.2767608227756582
E01016937,114580,35,1.744730770221017
E01016956,114580,204,0.766790963122592
E01016925,114580,31,2.425796409831369
E01033329,114580,45,2.48212842063846
E01016974,114580,105,0.8262435440556802
E01016907,114580,90,1.003299904404152
E01016936,114580,48,1.9069615995283986
E01016932,114580,35,2.7809718091151074
E01016910,114580,84,1.6925466787811334
E01016890,114580,60,0.7286998001900186
E01016986,114580,87,0.959571454143751
E01016892,114580,68,2.306884805249069
E01016958,114580,192,0.9231676393993704
E01016860,114580,72,1.014412889729146
E01016855,114580,67,0.3574779324436441
E01017003,114580,10,15.136802074605432
E01016880,114580,94,1.1478465865854415
E01016933,114580,27,3.0001790014423597
E01016941,114580,67,0.5790863070840506
E01016995,114580,97,1.4516586077591251
E01016963,114580,96,1.839667308003678
E01016885,114580,78,0.2954905186188152
E01016864,114580,112,1.4209767868099554
E01016891,114580,60,1.528074859018918
E01016938,114580,47,1.4736813436830765
E01016916,114580,139,0.1926253583388061
E01016960,114580,170,0.5910281923229473
E01033328,114581,124,0.24631491630743674
E01016955,114581,144,0.15215571555055335
E01016894,114581,110,0.6115207919452302
E01016990,114581,175,0.2216295251006778
E01016879,114581,191,0.19716967490583828
E01016889,114581,103,0.6613801188017515
E01016972,114581,119,0.3969245685731795
E01016921,114581,235,0.2221302762083961
E01016999,114581,185,0.2059124333596768
E01016859,114581,166,0.22126387745653397
E01016985,114581,182,0.10255473000494668
E01016881,114581,200,0.3459456902723333
E01016868,114581,101,2.901866803913811
E01016977,114581,219,0.24146273829836082
E01016964,114581,115,0.5048710039572029
E01016984,114581,166,0.2481312447437596
E01016919,114581,222,0.14451990941348644
E01016875,114581,138,0.4426046064687424
E01016998,114581,180,0.346560994334627
E01016877,114581,145,0.49079005616564236
E01016967,114581,133,0.17845238708695874
E01016852,114581,151,0.1491729337042046
E01016856,114581,162,0.10554897159622267
E01016909,114581,100,1.147812262493613
E01016869,114581,96,2.244136928993672
E01017012,114581,20,18.709739611801094
E01016957,114581,103,1.630906898267656
E01016905,114581,132,0.5786809996694006
E01016861,114581,101,0.4899710634693612
E01016870,114581,148,0.18087965418982258
E01016882,114581,209,0.10391003129442189
E01016865,114581,93,4.163772033786192
E01016884,114581,195,0.12524765425920797
E01016898,114581,149,0.6128738814403857
E01016883,114581,213,0.10262539777496654
E01016915,114581,133,0.7676686717726965
E01016873,114581,164,0.0951163932247635
E01016953,114581,140,0.3205277621618803
E01016935,114581,136,0.30205389680748895
E01016901,114581,139,0.7551588463430968
E01016994,114581,212,0.4560530123988511
E01016968,114581,131,0.16178610692650547
E01016920,114581,238,0.30611343598221114
E01016914,114581,143,0.1635394623160531
E01016913,114581,92,0.450439090906722
E01016954,114581,147,0.17658403473608975
E01016922,114581,232,0.1663745400849189
E01016886,114581,200,0.15585605056093182
E01016917,114581,241,0.09134411650578995
E01017002,114581,160,0.3404548150352582
E01016876,114581,137,0.39070484213799417
E01016893,114581,102,1.4943148167223335
E01016988,114581,177,0.23289394649183745
E01017010,114581,37,10.27227231878801
E01016902,114581,147,0.5290168463334557
E01016866,114581,96,2.9056428641211554
E01016862,114581,107,0.763715160432802
E01017007,114581,43,7.668909803190296
E01016996,114581,185,0.42746699088890133
E01016951,114581,141,0.278591277807922
E01016895,114581,95,2.015853105222266
E01017004,114581,145,0.22923405609525455
E01016867,114581,100,1.4721082679251265
E01016940,114581,138,0.30352257245601855
E01016942,114581,114,0.9757842229865443
E01016952,114581,136,0.08268502709817818
E01016912,114581,97,0.48771818491416913
E01016863,114581,105,1.0067907269620173
E01016851,114581,155,0.14501316682736012
E01016992,114581,203,0.49970765470108053
E01016982,114581,182,0.200226803165596
E01016854,114581,148,0.16748261075327342
E01016961,114581,62,6.9469904898424915
E01016980,114581,173,0.07985777454338981
E01016930,114581,162,0.19733580113749916
E01016949,114581,115,0.5479340261239195
E01016945,114581,118,0.24664287088860856
E01016900,114581,114,1.2757784503285396
E01016962,114581,27,9.640171675371036
E01016991,114581,176,0.251610014994336
E01016927,114581,182,0.20399866716573023
E01016934,114581,136,0.3550964489980055
E01016908,114581,132,0.9147233532886235
E01016981,114581,154,0.26633690812366456
E01016971,114581,104,0.2858556451060356
E01016948,114581,111,1.2227879315786003
E01016918,114581,243,0.038762461546435104
E01016989,114581,189,0.38669114313192077
E01016888,114581,185,0.12193634121695394
E01016858,114581,173,0.17618358543845802
E01016966,114581,110,0.477680932522721
E01016853,114581,155,0.2885531307076517
E01016970,114581,117,0.7093134530141142
E01016906,114581,144,1.275485513859157
E01016931,114581,198,0.2591692420624512
E01016976,114581,213,0.25789925901779914
E01016944,114581,111,0.6106969094210382
E01017006,114581,146,0.30868969697415155
E01016959,114581,43,6.120996367439782
E01016950,114581,136,0.24115075073207695
E01016887,114581,199,0.13279654400166954
E01016872,114581,168,0.25090431044506767
E01016924,114581,187,0.18383145842332743
E01017000,114581,171,0.2520787284351898
E01016849,114581,160,0.23752235526452384
E01016947,114581,116,0.7521230642423541
E01016975,114581,217,0.41899183086109787
E01016978,114581,216,0.2823702668711076
E01016926,114581,177,0.37438489116199036
E01016929,114581,170,0.2068672702352757
E01016874,114581,150,0.19453266218728266
E01016997,114581,201,0.5279919276873465
E01016896,114581,108,0.6673830832267852
E01016923,114581,177,0.22397003293184617
E01016969,114581,129,0.37885989053444075
E01016878,114581,158,0.22716855760915464
E01016939,114581,140,0.3362039780441294
E01016850,114581,150,0.33257088892799946
E01016973,114581,218,0.28467405649221605
E01016928,114581,182,0.19277510887726032
E01016987,114581,183,0.4703031549225494
E01017005,114581,150,0.30549044219296784
E01016857,114581,175,0.26147311531395934
E01017008,114581,49,3.575437384202876
E01016899,114581,110,0.8721238914060185
E01016979,114581,175,0.2969545555691463
E01016946,114581,103,1.6739591563625729
E01017009,114581,30,6.333938998817733
E01016911,114581,140,0.6694339523078963
E01016871,114581,157,0.11456910545031324
E01016993,114581,191,0.24083810505005482
E01016904,114581,138,0.488137844403825
E01016983,114581,180,0.24515929055396601
E01016943,114581,105,1.0409039573877137
E01017001,114581,157,0.14445571790425532
E01016903,114581,136,0.4030897270684008
E01016897,114581,107,1.1316271605713284
E01017011,114581,37,10.007745337249144
E01016937,114581,123,0.2648334387883179
E01016956,114581,74,3.509737673878788
E01016925,114581,167,0.19400913662948288
E01033329,114581,123,0.5492693314945125
E01016974,114581,210,0.29212120645668865
E01016907,114581,122,0.6357037729563596
E01016936,114581,131,0.4229576265427174
E01016932,114581,128,0.39763417073323576
E01016910,114581,99,1.3228383963400276
E01016890,114581,102,0.32875719654459923
E01016986,114581,184,0.3119819471478066
E01016892,114581,95,1.3970240081098533
E01016958,114581,61,5.155106749950673
E01016860,114581,171,0.27715284309090626
E01016855,114581,166,0.09166410648465415
E01017003,114581,153,0.2529280443210155
E01016880,114581,199,0.3726456130266299
E01016933,114581,132,0.27754404689624057
E01016941,114581,123,0.23280796398121822
E01016995,114581,194,0.5132388227571499
E01016963,114581,92,1.9609404234091792
E01016885,114581,197,0.07361835604073072
E01016864,114581,92,1.9086762797477277
E01016891,114581,101,0.6996638658714037
E01016938,114581,130,0.3203578305477915
E01016916,114581,250,0.07985932719818246
E01016960,114581,27,9.337614349053784
E01033328,114606,75,0.5236382288558648
E01016955,114606,73,0.42154866543613545
E01016894,114606,82,0.9501222246898636
E01016990,114606,30,3.122502586693166
E01016879,114606,24,4.426630873498202
E01016889,114606,87,0.8519774379445246
E01016972,114606,68,0.9188932354842071
E01016921,114606,73,1.282995874392589
E01016999,114606,44,1.7752566524365432
E01016859,114606,53,1.2264754130872615
E01016985,114606,8,11.128273661328612
E01016881,114606,44,3.352539499372618
E01016868,114606,119,2.2690240178879693
E01016977,114606,53,2.0281612894273287
E01016964,114606,70,1.0631147145894455
E01016984,114606,23,4.811182512592895
E01016919,114606,49,1.3936798541936049
E01016875,114606,52,1.9135047460743213
E01016998,114606,53,2.1690753266534943
E01016877,114606,60,1.843830024874544
E01016967,114606,63,0.5473800929395355
E01016852,114606,58,0.6266332875732322
E01016856,114606,46,0.6975731892927792
E01016909,114606,99,1.16524720063062
E01016869,114606,122,1.566449707606153
E01017012,114606,173,0.7354337937508223
E01016957,114606,145,0.9764117643037257
E01016905,114606,76,1.3245846912339938
E01016861,114606,108,0.4431154164203181
E01016870,114606,43,1.154993682510139
E01016882,114606,29,2.0103881140902815
E01016865,114606,137,2.328791010530599
E01016884,114606,14,6.510726683762744
E01016898,114606,130,0.7520305575033932
E01016883,114606,36,1.4769660325192016
E01016915,114606,127,0.8227079568373269
E01016873,114606,35,0.9647595342753935
E01016953,114606,69,0.9263691182468167
E01016935,114606,48,1.4405586661610739
E01016901,114606,73,1.984157872676113
E01016994,114606,54,3.547549633935221
E01016968,114606,66,0.4524100717747164
E01016920,114606,71,1.878712412150039
E01016914,114606,137,0.17439971505134103
E01016913,114606,100,0.3974823184365117
E01016954,114606,70,0.5373786126918045
E01016922,114606,69,1.0257587001044355
E01016886,114606,22,4.272033396836951
E01016917,114606,68,0.6094565857845515
E01017002,114606,58,1.559902536999686
E01016876,114606,58,1.4183638506083462
E01016893,114606,88,1.8647402801386181
E01016988,114606,37,2.436775467466407
E01017010,114606,157,1.1752212389327876
E01016902,114606,78,1.3686852918764008
E01016866,114606,129,1.8653679805140289
E01016862,114606,105,0.785639172883609
E01017007,114606,152,1.1539073279162657
E01016996,114606,41,4.097173843965607
E01016951,114606,65,0.8900740703337915
E01016895,114606,97,1.9538296168828744
E01017004,114606,52,1.0673973661559266
E01016867,114606,108,1.3116081863624158
E01016940,114606,57,1.1433977689011925
E01016942,114606,98,1.2242551944652194
E01016952,114606,77,0.1940882069351616
E01016912,114606,92,0.5280132358517696
E01016863,114606,114,0.889950555403116
E01016851,114606,62,0.573214872360539
E01016992,114606,52,3.8543845656877007
E01016982,114606,14,9.385064071965294
E01016854,114606,61,0.6329472870433884
E01016961,114606,212,1.0987033461902391
E01016980,114606,16,2.839267975028357
E01016930,114606,67,0.7419355842088751
E01016949,114606,94,0.7414523579144714
E01016945,114606,91,0.3641912349535489
E01016900,114606,108,1.3835565216105083
E01016962,114606,189,0.5205203438571561
E01016991,114606,32,3.2454278440618185
E01016927,114606,84,0.6506021330818158
E01016934,114606,62,1.1536316372207094
E01016908,114606,126,0.9808324961071864
E01016981,114606,33,2.684982906612453
E01016971,114606,80,0.4237032561784912
E01016948,114606,90,1.6748343049426062
E01016918,114606,70,0.2507111787537817
E01016989,114606,51,2.7586821647278295
E01016888,114606,17,4.377411455545063
E01016858,114606,47,1.2441931663387717
E01016966,114606,75,0.8484671621055145
E01016853,114606,52,1.4849721968438212
E01016970,114606,75,1.3820542614247822
E01016906,114606,138,1.359567076458723
E01016931,114606,88,0.8746961919607728
E01016976,114606,53,2.0778093446045403
E01016944,114606,98,0.7361580690962678
E01017006,114606,47,1.690069760418622
E01016959,114606,198,0.6194796149578902
E01016950,114606,64,0.7470110393036783
E01016887,114606,26,2.811942044556939
E01016872,114606,32,3.0181934863637077
E01016924,114606,76,0.7095154454575456
E01017000,114606,48,1.6949953416771533
E01016849,114606,57,1.1170488904892002
E01016947,114606,83,1.2426784069974952
E01016975,114606,56,3.1960466948673187
E01016978,114606,56,2.1390333240261286
E01016926,114606,93,0.9830006172951729
E01016929,114606,73,0.7351583181522525
E01016874,114606,49,1.041922217195453
E01016997,114606,47,4.669545182731171
E01016896,114606,86,0.9392109567245682
E01016923,114606,63,1.05472439058034
E01016969,114606,76,0.8378047271876587
E01016878,114606,35,2.178872333574215
E01016939,114606,63,1.1137406655000297
E01016850,114606,66,1.1394760896375362
E01016973,114606,58,2.0743910977265143
E01016928,114606,65,0.9032084751668045
E01016987,114606,43,4.129066176357921
E01017005,114606,37,2.493629514581597
E01016857,114606,47,1.8786130177524019
E01017008,114606,143,0.7171652545967592
E01016899,114606,171,0.4499591068876316
E01016979,114606,26,5.185457071325242
E01016946,114606,94,1.9200339763168175
E01017009,114606,169,0.4737243424006591
E01016911,114606,133,0.7229734139144285
E01016871,114606,42,0.8280242675448563
E01016993,114606,49,1.8534510993691313
E01016904,114606,82,1.0657131632024108
E01016983,114606,25,4.736386128910667
E01016943,114606,100,1.119939618361663
E01017001,114606,58,0.6433424745662383
E01016903,114606,67,1.1657297730210119
E01016897,114606,86,1.5704761747409834
E01017011,114606,172,0.9984956133943739
E01016937,114606,64,0.7056031743808073
E01016956,114606,226,0.6575966291748211
E01016925,114606,78,0.6077920087532372
E01033329,114606,70,1.2793693968372073
E01016974,114606,50,2.514415361013703
E01016907,114606,116,0.685658005723653
E01016936,114606,56,1.513288610003834
E01016932,114606,69,1.0046736612233458
E01016910,114606,110,1.1294592233649392
E01016890,114606,86,0.42464679356593205
E01016986,114606,46,2.4958555771824527
E01016892,114606,94,1.4193761294272145
E01016958,114606,213,0.7900653408467219
E01016860,114606,36,2.8691929330020827
E01016855,114606,42,0.7202570300310039
E01017003,114606,63,0.9572454440952708
E01016880,114606,32,5.778972928098728
E01016933,114606,63,0.8417477983179575
E01016941,114606,87,0.3913601672639373
E01016995,114606,55,3.39999329663103
E01016963,114606,120,1.3163587701376855
E01016885,114606,16,3.180573823426072
E01016864,114606,138,1.0389517710079144
E01016891,114606,85,0.9062397707243716
E01016938,114606,57,1.1034129811426503
E01016916,114606,77,0.46719649102925287
E01016960,114606,192,0.49241325668838315
E01033328,114607,65,0.6490127151334891
E01016955,114607,62,0.5385728726354361
E01016894,114607,73,1.1311389710519377
E01016990,114607,19,6.1951851098875
E01016879,114607,24,4.426630873498202
E01016889,114607,78,1.003610205307152
E01016972,114607,64,1.0063718088380955
E01016921,114607,72,1.3098175506920149
E01016999,114607,46,1.6607467681460486
E01016859,114607,42,1.7385961565737555
E01016985,114607,18,3.2972662700232918
E01016881,114607,40,3.867790399860125
E01016868,114607,110,2.5531157650689593
E01016977,114607,53,2.0281612894273287
E01016964,114607,61,1.3068701450194822
E01016984,114607,25,4.245546219527918
E01016919,114607,48,1.4374584040162126
E01016875,114607,41,2.7331204652622594
E01016998,114607,55,2.051844310735333
E01016877,114607,49,2.4983520628255333
E01016967,114607,53,0.7093915626557131
E01016852,114607,47,0.8590306604018926
E01016856,114607,35,1.0510526256220718
E01016909,114607,90,1.3443337317595838
E01016869,114607,113,1.7572701696710336
E01017012,114607,164,0.7967956689537824
E01016957,114607,135,1.0868868991322052
E01016905,114607,76,1.3245846912339938
E01016861,114607,98,0.5126410499046294
E01016870,114607,31,1.8868603194229074
E01016882,114607,36,1.453527168054325
E01016865,114607,128,2.5786738268404354
E01016884,114607,27,2.4309491339069864
E01016898,114607,132,0.7350038592696035
E01016883,114607,40,1.2610557061550087
E01016915,114607,118,0.9186038644117256
E01016873,114607,23,1.811045625938537
E01016953,114607,57,1.2338018623063098
E01016935,114607,44,1.6413975875257292
E01016901,114607,74,1.9440746403339526
E01016994,114607,54,3.547549633935221
E01016968,114607,55,0.5947084837285043
E01016920,114607,71,1.878712412150039
E01016914,114607,128,0.19311306964760977
E01016913,114607,90,0.46553683551989444
E01016954,114607,58,0.7125009495892708
E01016922,114607,68,1.048468715089641
E01016886,114607,27,3.142121787651843
E01016917,114607,68,0.6094565857845515
E01017002,114607,59,1.520412520325948
E01016876,114607,47,1.9443876657061046
E01016893,114607,79,2.192308781057561
E01016988,114607,26,4.136738591405398
E01017010,114607,148,1.2840340398485013
E01016902,114607,80,1.317681728342693
E01016866,114607,119,2.1053710220206736
E01016862,114607,94,0.9275029464839066
E01017007,114607,143,1.26453908442047
E01016996,114607,29,6.8875248658296275
E01016951,114607,54,1.1754537466004256
E01016895,114607,88,2.261102664096066
E01017004,114607,54,1.0086500225027595
E01016867,114607,98,1.5174019517356268
E01016940,114607,59,1.0857544212065466
E01016942,114607,88,1.438755711565969
E01016952,114607,66,0.24457909423222107
E01016912,114607,83,0.6161825734999152
E01016863,114607,103,1.0362566208854613
E01016851,114607,51,0.7683334128816993
E01016992,114607,48,4.346084870432025
E01016982,114607,23,4.456947735922941
E01016854,114607,49,0.8791605158988159
E01016961,114607,202,1.1812917867383568
E01016980,114607,5,16.25291826816405
E01016930,114607,69,0.7099124111548838
E01016949,114607,83,0.8936303136697097
E01016945,114607,80,0.4418314206996641
E01016900,114607,98,1.6006391146816485
E01016962,114607,179,0.5647430146457723
E01016991,114607,21,6.104751401435285
E01016927,114607,85,0.6391547537515615
E01016934,114607,64,1.099979853323184
E01016908,114607,117,1.0961547525361308
E01016981,114607,29,3.2592332192974607
E01016971,114607,71,0.5067680881678996
